S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
5849,21/06/2020,Jharkhand,1965,619,1335,11
5850,22/06/2020,Jharkhand,2073,656,1406,11
5851,23/06/2020,Jharkhand,2137,657,1469,11
5852,24/06/2020,Jharkhand,2185,654,1520,11
5853,25/06/2020,Jharkhand,2207,626,1570,11
5854,26/06/2020,Jharkhand,2262,645,1605,12
5855,27/06/2020,Jharkhand,2290,635,1643,12
5856,28/06/2020,Jharkhand,2339,603,1724,12
5857,29/06/2020,Jharkhand,2364,559,1793,12
5858,30/06/2020,Jharkhand,2426,566,1845,15
5859,01/07/2020,Jharkhand,2490,591,1884,15
5860,02/07/2020,Jharkhand,2521,575,1931,15
5861,03/07/2020,Jharkhand,2584,586,1983,15
5862,04/07/2020,Jharkhand,2695,679,2001,15
5863,05/07/2020,Jharkhand,2739,687,2035,17
5864,06/07/2020,Jharkhand,2781,717,2045,19
5865,07/07/2020,Jharkhand,2847,759,2068,20
5866,08/07/2020,Jharkhand,2996,870,2104,22
5867,09/07/2020,Jharkhand,3096,904,2170,22
5868,10/07/2020,Jharkhand,3246,1015,2208,23
5869,11/07/2020,Jharkhand,3419,1172,2224,23
5870,12/07/2020,Jharkhand,3613,1347,2243,23
5871,13/07/2020,Jharkhand,3756,1418,2308,30
5872,14/07/2020,Jharkhand,3898,1514,2351,33
5873,15/07/2020,Jharkhand,4091,1628,2427,36
5874,16/07/2020,Jharkhand,4320,1797,2485,38
5875,17/07/2020,Jharkhand,4624,2069,2513,42
5876,18/07/2020,Jharkhand,4921,2305,2570,46
5877,19/07/2020,Jharkhand,5342,2685,2611,46
5878,20/07/2020,Jharkhand,5535,2770,2716,49
5879,21/07/2020,Jharkhand,5756,2893,2810,53
5880,22/07/2020,Jharkhand,6159,3200,2904,55
5881,23/07/2020,Jharkhand,6485,3397,3024,64
5882,24/07/2020,Jharkhand,6975,3734,3174,67
5883,25/07/2020,Jharkhand,7493,4116,3307,70
5884,26/07/2020,Jharkhand,7836,4329,3425,82
5885,27/07/2020,Jharkhand,8275,4486,3704,85
5886,28/07/2020,Jharkhand,8683,4824,3770,89
5887,29/07/2020,Jharkhand,9078,5121,3868,89
5888,30/07/2020,Jharkhand,9861,5728,4035,98
5889,31/07/2020,Jharkhand,10167,5888,4176,103
5890,01/08/2020,Jharkhand,10958,6538,4314,106
5891,02/08/2020,Jharkhand,11686,7060,4513,113
5892,03/08/2020,Jharkhand,12523,7723,4682,118
5893,04/08/2020,Jharkhand,13478,8561,4792,125
5894,05/08/2020,Jharkhand,13940,8648,5164,128
5895,06/08/2020,Jharkhand,14888,9049,5703,136
5896,07/08/2020,Jharkhand,15756,9017,6594,145
5897,08/08/2020,Jharkhand,16465,8923,7391,151
5898,09/08/2020,Jharkhand,17094,8816,8123,155
5899,10/08/2020,Jharkhand,18138,9123,8838,177
5900,11/08/2020,Jharkhand,18723,8811,9724,188
5901,12/08/2020,Jharkhand,19225,8658,10375,192
5902,13/08/2020,Jharkhand,19743,8731,10815,197
5903,14/08/2020,Jharkhand,20881,7828,12844,209
5904,15/08/2020,Jharkhand,21595,7856,13515,224
5905,16/08/2020,Jharkhand,22389,8137,14024,228
5906,17/08/2020,Jharkhand,23055,8112,14699,244
5907,18/08/2020,Jharkhand,23752,8451,15051,250
5908,19/08/2020,Jharkhand,24477,8708,15507,262
5909,20/08/2020,Jharkhand,26090,9638,16175,277
5910,21/08/2020,Jharkhand,26753,9410,17057,286
5911,22/08/2020,Jharkhand,28196,9527,18372,297
5912,23/08/2020,Jharkhand,28571,9756,18507,308
5913,24/08/2020,Jharkhand,29677,9736,19629,312
5914,25/08/2020,Jharkhand,31005,9805,20870,330
5915,26/08/2020,Jharkhand,31973,10238,21388,347
5916,27/08/2020,Jharkhand,33046,10335,22349,362
5917,28/08/2020,Jharkhand,34396,11096,22927,373
5918,29/08/2020,Jharkhand,35321,11090,23850,381
5919,30/08/2020,Jharkhand,36857,11357,25103,397
5920,31/08/2020,Jharkhand,38435,11577,26448,410
5921,01/09/2020,Jharkhand,41656,14096,27143,417
5922,02/09/2020,Jharkhand,43833,15256,28149,428
5923,03/09/2020,Jharkhand,44862,14677,29747,438
5924,04/09/2020,Jharkhand,46480,15150,30886,444
5925,05/09/2020,Jharkhand,48039,15549,32043,447
5926,06/09/2020,Jharkhand,49797,15005,34330,462
5927,07/09/2020,Jharkhand,51063,14410,36184,469
5928,08/09/2020,Jharkhand,52620,14588,37550,482
5929,09/09/2020,Jharkhand,55296,15438,39362,496
5930,10/09/2020,Jharkhand,56897,15726,40659,512
5931,11/09/2020,Jharkhand,58079,15447,42115,517
5932,12/09/2020,Jharkhand,59040,15180,43328,532
5933,13/09/2020,Jharkhand,60460,14844,45074,542
5934,14/09/2020,Jharkhand,61474,14336,46583,555
5935,15/09/2020,Jharkhand,62737,14064,48112,561
5936,16/09/2020,Jharkhand,64439,14118,49750,571
5937,17/09/2020,Jharkhand,66074,14138,51357,579
5938,18/09/2020,Jharkhand,67100,13703,52807,590
5939,19/09/2020,Jharkhand,68578,13924,54052,602
5940,20/09/2020,Jharkhand,69860,13548,55697,615
5941,21/09/2020,Jharkhand,71352,13791,56944,617
5942,22/09/2020,Jharkhand,72673,13504,58543,626
5943,23/09/2020,Jharkhand,73948,13280,60027,641
5944,24/09/2020,Jharkhand,75089,12882,61559,648
5945,25/09/2020,Jharkhand,76438,12841,62945,652
5946,26/09/2020,Jharkhand,77709,12533,64515,661
5947,27/09/2020,Jharkhand,78935,12426,65839,670
5948,28/09/2020,Jharkhand,79909,12433,66797,679
5949,29/09/2020,Jharkhand,81417,12126,68603,688
5950,30/09/2020,Jharkhand,82540,11942,69898,700
5951,01/10/2020,Jharkhand,83651,11596,71342,713
5952,02/10/2020,Jharkhand,84664,11482,72461,721
5953,03/10/2020,Jharkhand,85400,11243,73428,729
5954,04/10/2020,Jharkhand,86277,10939,74604,734
5955,05/10/2020,Jharkhand,87210,10936,75531,743
5956,06/10/2020,Jharkhand,88026,10436,76843,747
5957,07/10/2020,Jharkhand,88873,10027,78089,757
5958,08/10/2020,Jharkhand,89702,9759,79176,767
5959,09/10/2020,Jharkhand,90486,9272,80439,775
5960,10/10/2020,Jharkhand,91254,8819,81654,781
5961,11/10/2020,Jharkhand,91951,8362,82805,784
5962,12/10/2020,Jharkhand,92525,8167,83571,787
5963,13/10/2020,Jharkhand,93035,7776,84461,798
5964,14/10/2020,Jharkhand,93736,7617,85314,805
5965,15/10/2020,Jharkhand,94369,7191,86367,811
5966,16/10/2020,Jharkhand,94952,6892,87240,820
5967,17/10/2020,Jharkhand,95425,6543,88058,824
5968,18/10/2020,Jharkhand,95967,6576,88559,832
5969,19/10/2020,Jharkhand,96352,6502,89011,839
5970,20/10/2020,Jharkhand,96842,6220,89780,842
5971,21/10/2020,Jharkhand,97414,6180,90385,849
5972,22/10/2020,Jharkhand,98061,6206,91004,851
5973,23/10/2020,Jharkhand,98610,6122,91629,859
5974,24/10/2020,Jharkhand,99045,6055,92128,862
5975,25/10/2020,Jharkhand,99428,5966,92598,864
5976,26/10/2020,Jharkhand,99686,5844,92976,866
5977,27/10/2020,Jharkhand,99906,5666,93368,872
5978,28/10/2020,Jharkhand,100224,5474,93874,876
5979,29/10/2020,Jharkhand,100569,5363,94326,880
5980,30/10/2020,Jharkhand,100964,5294,94787,883
5981,31/10/2020,Jharkhand,101287,5196,95208,883
5982,01/11/2020,Jharkhand,101761,5302,95575,884
5983,02/11/2020,Jharkhand,102087,5229,95973,885
5984,03/11/2020,Jharkhand,102490,5119,96485,886
5985,04/11/2020,Jharkhand,102887,5021,96975,891
5986,05/11/2020,Jharkhand,103188,4814,97480,894
5987,06/11/2020,Jharkhand,103543,4685,97964,894
5988,07/11/2020,Jharkhand,103899,4639,98365,895
5989,08/11/2020,Jharkhand,104239,4566,98776,897
5990,09/11/2020,Jharkhand,104442,4471,99074,897
5991,10/11/2020,Jharkhand,104688,4251,99532,905
5992,11/11/2020,Jharkhand,104940,4042,99988,910
5993,12/11/2020,Jharkhand,105224,4009,100302,913
5994,13/11/2020,Jharkhand,105493,3668,100908,917
5995,14/11/2020,Jharkhand,105781,3291,101569,921
5996,15/11/2020,Jharkhand,105935,3116,101897,922
5997,16/11/2020,Jharkhand,106064,2952,102188,924
5998,17/11/2020,Jharkhand,106230,2754,102548,928
5999,18/11/2020,Jharkhand,106491,2669,102891,931
6000,19/11/2020,Jharkhand,106742,2637,103171,934
6001,20/11/2020,Jharkhand,106972,2600,103435,937
6002,21/11/2020,Jharkhand,107157,2594,103624,939
6003,22/11/2020,Jharkhand,107332,2430,103957,945
6004,23/11/2020,Jharkhand,107469,2289,104229,951
6005,24/11/2020,Jharkhand,107688,2202,104533,953
6006,25/11/2020,Jharkhand,107921,2242,104724,955
6007,26/11/2020,Jharkhand,108158,2160,105040,958
6008,27/11/2020,Jharkhand,108388,2169,105258,961
6009,28/11/2020,Jharkhand,108577,2162,105453,962
6010,29/11/2020,Jharkhand,108786,2154,105669,963
6011,30/11/2020,Jharkhand,108984,2138,105883,963
6012,01/12/2020,Jharkhand,109151,2016,106171,964
6013,02/12/2020,Jharkhand,109332,1965,106398,969
6014,03/12/2020,Jharkhand,109538,1907,106660,971
6015,04/12/2020,Jharkhand,109771,1926,106868,977
6016,05/12/2020,Jharkhand,109990,1938,107074,978
6017,06/12/2020,Jharkhand,110186,1845,107362,979
6018,07/12/2020,Jharkhand,110278,1796,107496,986
6019,08/12/2020,Jharkhand,110457,1759,107710,988
6020,09/12/2020,Jharkhand,110639,1753,107898,988
6021,10/12/2020,Jharkhand,110830,1739,108100,991
6022,11/12/2020,Jharkhand,111003,1690,108320,993
6023,12/12/2020,Jharkhand,111177,1694,108488,995
6024,13/12/2020,Jharkhand,111366,1610,108761,995
6025,14/12/2020,Jharkhand,111510,1571,108940,999
6026,15/12/2020,Jharkhand,111722,1581,109141,1000
6027,17/12/2020,Jharkhand,112121,1585,109532,1004
6028,18/12/2020,Jharkhand,112332,1629,109696,1007
6029,19/12/2020,Jharkhand,112606,1707,109891,1008
6030,20/12/2020,Jharkhand,112853,1718,110125,1010
6031,21/12/2020,Jharkhand,113025,1708,110307,1010
6032,22/12/2020,Jharkhand,113198,1675,110512,1011
6033,23/12/2020,Jharkhand,113407,1635,110758,1014
6034,24/12/2020,Jharkhand,113609,1633,110962,1014
6035,25/12/2020,Jharkhand,113786,1595,111175,1016
6036,26/12/2020,Jharkhand,113954,1587,111351,1016
6037,27/12/2020,Jharkhand,114146,1598,111530,1018
6038,28/12/2020,Jharkhand,114268,1585,111664,1019
6039,29/12/2020,Jharkhand,114420,1582,111818,1020
6040,30/12/2020,Jharkhand,114650,1604,112021,1025
6041,31/12/2020,Jharkhand,114873,1640,112206,1027
6042,03/01/2021,Jharkhand,115392,1624,112734,1034
6043,04/01/2021,Jharkhand,115529,1601,112893,1035
6044,05/01/2021,Jharkhand,115689,1528,113125,1036
6045,06/01/2021,Jharkhand,115840,1422,113380,1038
6046,07/01/2021,Jharkhand,116034,1449,113545,1040
6047,08/01/2021,Jharkhand,116229,1448,113740,1041
6048,09/01/2021,Jharkhand,116436,1465,113928,1043
6049,10/01/2021,Jharkhand,116672,1494,114133,1045
6050,11/01/2021,Jharkhand,116817,1468,114302,1047
6051,12/01/2021,Jharkhand,116961,1382,114531,1048
6052,13/01/2021,Jharkhand,117088,1356,114684,1048
6053,14/01/2021,Jharkhand,117240,1356,114836,1048
6054,15/01/2021,Jharkhand,117384,1327,115009,1048
6055,16/01/2021,Jharkhand,117480,1289,115142,1049
6056,17/01/2021,Jharkhand,117599,1249,115300,1050
6057,18/01/2021,Jharkhand,117686,1225,115411,1050
6058,19/01/2021,Jharkhand,117786,1190,115542,1054
6059,20/01/2021,Jharkhand,117887,1147,115683,1057
6060,21/01/2021,Jharkhand,118012,1102,115853,1057
6061,22/01/2021,Jharkhand,118079,1032,115989,1058
6062,23/01/2021,Jharkhand,118154,978,116116,1060
6063,24/01/2021,Jharkhand,118232,878,116293,1061
6064,25/01/2021,Jharkhand,118286,821,116402,1063
6065,27/01/2021,Jharkhand,118425,772,116589,1064
6066,28/01/2021,Jharkhand,118495,723,116706,1066
6067,29/01/2021,Jharkhand,118557,670,116818,1069
6068,30/01/2021,Jharkhand,118602,628,116904,1070
6069,31/01/2021,Jharkhand,118651,576,117004,1071
6070,01/02/2021,Jharkhand,118692,553,117067,1072
6071,02/02/2021,Jharkhand,118734,513,117148,1073
6072,03/02/2021,Jharkhand,118793,489,117229,1075
6073,04/02/2021,Jharkhand,118839,453,117309,1077
6074,05/02/2021,Jharkhand,118897,447,117373,1077
6075,06/02/2021,Jharkhand,118938,441,117420,1077
6076,07/02/2021,Jharkhand,118979,428,117474,1077
6077,08/02/2021,Jharkhand,119017,431,117508,1078
6078,09/02/2021,Jharkhand,119055,438,117539,1078
6079,10/02/2021,Jharkhand,119116,464,117574,1078
6080,11/02/2021,Jharkhand,119161,464,117616,1081
6081,12/02/2021,Jharkhand,119206,456,117669,1081
6082,13/02/2021,Jharkhand,119242,441,117720,1081
6083,14/02/2021,Jharkhand,119283,452,117749,1082
6084,15/02/2021,Jharkhand,119316,461,117773,1082
6085,16/02/2021,Jharkhand,119354,464,117806,1084
6086,17/02/2021,Jharkhand,119394,460,117850,1084
6087,18/02/2021,Jharkhand,119439,466,117889,1084
6088,19/02/2021,Jharkhand,119477,467,117926,1084
6089,20/02/2021,Jharkhand,119528,467,117977,1084
6090,21/02/2021,Jharkhand,119565,459,118022,1084
6091,22/02/2021,Jharkhand,119596,453,118058,1085
6092,23/02/2021,Jharkhand,119637,448,118103,1086
6093,24/02/2021,Jharkhand,119687,447,118154,1086
6094,25/02/2021,Jharkhand,119719,431,118201,1087
6095,26/02/2021,Jharkhand,119795,467,118241,1087
6096,27/02/2021,Jharkhand,119863,492,118284,1087
6097,01/03/2021,Jharkhand,119949,494,118365,1090
6098,02/03/2021,Jharkhand,119986,485,118411,1090
6099,03/03/2021,Jharkhand,120037,498,118449,1090
6100,04/03/2021,Jharkhand,120068,473,118505,1090
6101,06/03/2021,Jharkhand,120173,481,118601,1091
6102,07/03/2021,Jharkhand,120217,461,118665,1091
6103,08/03/2021,Jharkhand,120259,463,118703,1093
6104,09/03/2021,Jharkhand,120312,472,118747,1093
6105,10/03/2021,Jharkhand,120374,494,118787,1093
6106,11/03/2021,Jharkhand,120436,520,118823,1093
6107,13/03/2021,Jharkhand,120524,509,118922,1093
6108,14/03/2021,Jharkhand,120567,515,118959,1093
6109,15/03/2021,Jharkhand,120628,548,118987,1093
6110,16/03/2021,Jharkhand,120695,556,119046,1093
6111,17/03/2021,Jharkhand,120771,577,119100,1094
6112,18/03/2021,Jharkhand,120853,599,119160,1094
6113,19/03/2021,Jharkhand,120950,624,119232,1094
6114,20/03/2021,Jharkhand,121055,653,119307,1095
6115,21/03/2021,Jharkhand,121178,722,119361,1095
6116,22/03/2021,Jharkhand,121261,756,119409,1096
6117,23/03/2021,Jharkhand,121371,796,119478,1097
6118,24/03/2021,Jharkhand,121501,854,119549,1098
6119,25/03/2021,Jharkhand,121695,969,119626,1100
6120,27/03/2021,Jharkhand,122281,1399,119779,1103
6121,28/03/2021,Jharkhand,122621,1636,119878,1107
6122,29/03/2021,Jharkhand,122935,1871,119954,1110
6123,30/03/2021,Jharkhand,123090,1968,120012,1110
6124,31/03/2021,Jharkhand,123508,2254,120141,1113
6125,01/04/2021,Jharkhand,124201,2825,120263,1113
6126,02/04/2021,Jharkhand,124891,3352,120425,1114
6127,03/04/2021,Jharkhand,125585,3908,120562,1115
6128,04/04/2021,Jharkhand,126458,4613,120723,1122
6129,05/04/2021,Jharkhand,127246,5244,120872,1130
6130,06/04/2021,Jharkhand,128332,5882,121310,1140
6131,07/04/2021,Jharkhand,129596,6844,121608,1144
6132,08/04/2021,Jharkhand,130908,7872,121885,1151
6133,09/04/2021,Jharkhand,132790,9249,122383,1158
6134,10/04/2021,Jharkhand,134715,10604,122936,1175
6135,11/04/2021,Jharkhand,137088,12293,123603,1192
6136,12/04/2021,Jharkhand,139384,13933,124238,1213
6137,13/04/2021,Jharkhand,141750,15343,125175,1232
6138,14/04/2021,Jharkhand,144594,17155,126178,1261
6139,15/04/2021,Jharkhand,147792,18524,127976,1292
6140,16/04/2021,Jharkhand,151272,20651,129301,1320
6141,17/04/2021,Jharkhand,155115,23045,130694,1376
6142,18/04/2021,Jharkhand,158953,25619,131928,1406
6143,19/04/2021,Jharkhand,162945,28010,133479,1456
6144,12/03/2020,Karnataka,4,4,0,0
6145,13/03/2020,Karnataka,5,4,0,1
6146,14/03/2020,Karnataka,6,5,0,1
6147,15/03/2020,Karnataka,6,5,0,1
6148,16/03/2020,Karnataka,6,5,0,1
6149,17/03/2020,Karnataka,11,10,0,1
6150,18/03/2020,Karnataka,11,10,0,1
6151,19/03/2020,Karnataka,14,13,0,1
6152,20/03/2020,Karnataka,15,14,0,1
6153,21/03/2020,Karnataka,15,13,1,1
6154,22/03/2020,Karnataka,26,23,2,1
6155,23/03/2020,Karnataka,33,30,2,1
6156,24/03/2020,Karnataka,37,34,2,1
6157,25/03/2020,Karnataka,37,33,3,1
6158,26/03/2020,Karnataka,41,37,3,1
6159,27/03/2020,Karnataka,55,50,3,2
6160,28/03/2020,Karnataka,55,50,3,2
6161,29/03/2020,Karnataka,76,68,5,3
6162,30/03/2020,Karnataka,80,72,5,3
6163,31/03/2020,Karnataka,83,75,5,3
6164,01/04/2020,Karnataka,101,90,8,3
6165,02/04/2020,Karnataka,110,98,9,3
6166,03/04/2020,Karnataka,124,111,10,3
6167,04/04/2020,Karnataka,128,113,12,3
6168,05/04/2020,Karnataka,144,128,12,4
6169,06/04/2020,Karnataka,151,135,12,4
6170,07/04/2020,Karnataka,151,135,12,4
6171,08/04/2020,Karnataka,175,146,25,4
6172,09/04/2020,Karnataka,181,148,28,5
6173,10/04/2020,Karnataka,181,148,28,5
6174,11/04/2020,Karnataka,207,170,31,6
6175,12/04/2020,Karnataka,214,171,37,6
6176,13/04/2020,Karnataka,232,169,57,6
6177,14/04/2020,Karnataka,247,182,59,6
6178,15/04/2020,Karnataka,260,179,71,10
6179,16/04/2020,Karnataka,279,187,80,12
6180,17/04/2020,Karnataka,315,220,82,13
6181,18/04/2020,Karnataka,359,257,89,13
6182,19/04/2020,Karnataka,384,266,104,14
6183,20/04/2020,Karnataka,390,263,111,16
6184,21/04/2020,Karnataka,408,280,112,16
6185,22/04/2020,Karnataka,418,272,129,17
6186,23/04/2020,Karnataka,427,279,131,17
6187,24/04/2020,Karnataka,445,283,145,17
6188,25/04/2020,Karnataka,474,304,152,18
6189,26/04/2020,Karnataka,500,324,158,18
6190,27/04/2020,Karnataka,503,302,182,19
6191,28/04/2020,Karnataka,512,299,193,20
6192,29/04/2020,Karnataka,523,296,207,20
6193,30/04/2020,Karnataka,535,298,216,21
6194,01/05/2020,Karnataka,565,315,229,21
6195,02/05/2020,Karnataka,589,316,251,22
6196,03/05/2020,Karnataka,601,305,271,25
6197,04/05/2020,Karnataka,614,296,293,25
6198,05/05/2020,Karnataka,651,303,321,27
6199,06/05/2020,Karnataka,671,311,331,29
6200,07/05/2020,Karnataka,693,310,354,29
6201,08/05/2020,Karnataka,705,309,366,30
6202,09/05/2020,Karnataka,753,347,376,30
6203,10/05/2020,Karnataka,794,378,386,30
6204,11/05/2020,Karnataka,848,393,424,31
6205,12/05/2020,Karnataka,862,405,426,31
6206,13/05/2020,Karnataka,925,461,433,31
6207,14/05/2020,Karnataka,959,475,451,33
6208,15/05/2020,Karnataka,987,492,460,35
6209,16/05/2020,Karnataka,1056,540,480,36
6210,17/05/2020,Karnataka,1092,560,496,36
6211,18/05/2020,Karnataka,1147,601,509,37
6212,19/05/2020,Karnataka,1246,679,530,37
6213,20/05/2020,Karnataka,1397,813,544,40
6214,21/05/2020,Karnataka,1462,865,556,41
6215,22/05/2020,Karnataka,1605,993,571,41
6216,23/05/2020,Karnataka,1743,1105,597,41
6217,24/05/2020,Karnataka,1959,1309,608,42
6218,25/05/2020,Karnataka,2089,1393,654,42
6219,26/05/2020,Karnataka,2182,1433,705,44
6220,27/05/2020,Karnataka,2283,1491,748,44
6221,28/05/2020,Karnataka,2418,1590,781,47
6222,29/05/2020,Karnataka,2533,1652,834,47
6223,30/05/2020,Karnataka,2781,1839,894,48
6224,31/05/2020,Karnataka,2922,1877,997,48
6225,01/06/2020,Karnataka,3221,1952,1218,51
6226,02/06/2020,Karnataka,3408,2028,1328,52
6227,03/06/2020,Karnataka,3796,2341,1403,52
6228,04/06/2020,Karnataka,4063,2496,1514,53
6229,05/06/2020,Karnataka,4320,2653,1610,57
6230,06/06/2020,Karnataka,4835,3090,1688,57
6231,07/06/2020,Karnataka,5213,3186,1968,59
6232,08/06/2020,Karnataka,5452,3259,2132,61
6233,09/06/2020,Karnataka,5760,3177,2519,64
6234,10/06/2020,Karnataka,5921,3251,2604,66
6235,11/06/2020,Karnataka,6041,3110,2862,69
6236,12/06/2020,Karnataka,6245,3196,2977,72
6237,13/06/2020,Karnataka,6516,2997,3440,79
6238,14/06/2020,Karnataka,6824,3095,3648,81
6239,15/06/2020,Karnataka,7000,2959,3955,86
6240,16/06/2020,Karnataka,7213,2989,4135,89
6241,17/06/2020,Karnataka,7530,2980,4456,94
6242,18/06/2020,Karnataka,7734,2828,4804,102
6243,19/06/2020,Karnataka,7944,2847,4983,114
6244,20/06/2020,Karnataka,8281,2947,5210,124
6245,21/06/2020,Karnataka,8697,3174,5391,132
6246,22/06/2020,Karnataka,9150,3395,5618,137
6247,23/06/2020,Karnataka,9399,3527,5730,142
6248,24/06/2020,Karnataka,9721,3567,6004,150
6249,25/06/2020,Karnataka,10118,3803,6151,164
6250,26/06/2020,Karnataka,10560,3720,6670,170
6251,27/06/2020,Karnataka,11005,3909,6916,180
6252,28/06/2020,Karnataka,11923,4445,7287,191
6253,29/06/2020,Karnataka,13190,5476,7507,207
6254,30/06/2020,Karnataka,14295,6386,7683,226
6255,01/07/2020,Karnataka,15242,7078,7918,246
6256,02/07/2020,Karnataka,16514,8198,8063,253
6257,03/07/2020,Karnataka,18016,9410,8334,272
6258,04/07/2020,Karnataka,19710,10612,8805,293
6259,05/07/2020,Karnataka,21549,11970,9244,335
6260,06/07/2020,Karnataka,23474,13255,9847,372
6261,07/07/2020,Karnataka,25317,14389,10527,401
6262,08/07/2020,Karnataka,26815,15301,11098,416
6263,09/07/2020,Karnataka,28877,16531,11876,470
6264,10/07/2020,Karnataka,31105,17786,12833,486
6265,11/07/2020,Karnataka,33418,19039,13836,543
6266,12/07/2020,Karnataka,36216,20887,14716,613
6267,13/07/2020,Karnataka,38843,22750,15409,684
6268,14/07/2020,Karnataka,41581,24576,16248,757
6269,15/07/2020,Karnataka,44077,25845,17390,842
6270,16/07/2020,Karnataka,47253,27859,18466,928
6271,17/07/2020,Karnataka,51422,30661,19729,1032
6272,18/07/2020,Karnataka,55115,33211,20757,1147
6273,19/07/2020,Karnataka,59652,36637,21775,1240
6274,20/07/2020,Karnataka,63772,39376,23065,1331
6275,21/07/2020,Karnataka,67420,42222,23795,1403
6276,22/07/2020,Karnataka,71069,44146,25459,1464
6277,23/07/2020,Karnataka,75833,47075,27239,1519
6278,24/07/2020,Karnataka,80863,49937,29310,1616
6279,25/07/2020,Karnataka,85870,52799,31347,1724
6280,26/07/2020,Karnataka,90942,55396,33750,1796
6281,27/07/2020,Karnataka,96141,58425,35838,1878
6282,28/07/2020,Karnataka,101465,61827,37685,1953
6283,29/07/2020,Karnataka,107001,64442,40504,2055
6284,30/07/2020,Karnataka,112504,67456,42901,2147
6285,31/07/2020,Karnataka,118632,69708,46694,2230
6286,01/08/2020,Karnataka,124115,72013,49788,2314
6287,02/08/2020,Karnataka,129287,73227,53648,2412
6288,03/08/2020,Karnataka,134819,74598,57725,2496
6289,04/08/2020,Karnataka,139571,74477,62500,2594
6290,05/08/2020,Karnataka,145830,73854,69272,2704
6291,06/08/2020,Karnataka,151449,73966,74679,2804
6292,07/08/2020,Karnataka,158254,75076,80281,2897
6293,08/08/2020,Karnataka,164924,77694,84232,2998
6294,09/08/2020,Karnataka,172102,79773,89238,3091
6295,10/08/2020,Karnataka,178087,80981,93908,3198
6296,11/08/2020,Karnataka,182354,79916,99126,3312
6297,12/08/2020,Karnataka,188611,79614,105599,3398
6298,13/08/2020,Karnataka,196494,80351,112633,3510
6299,14/08/2020,Karnataka,203200,78345,121242,3613
6300,15/08/2020,Karnataka,211108,79209,128182,3717
6301,16/08/2020,Karnataka,219926,81284,134811,3831
6302,17/08/2020,Karnataka,226966,81528,141491,3947
6303,18/08/2020,Karnataka,233283,80659,148562,4062
6304,19/08/2020,Karnataka,240948,79798,156949,4201
6305,20/08/2020,Karnataka,249590,81113,164150,4327
6306,21/08/2020,Karnataka,256975,82165,170381,4429
6307,22/08/2020,Karnataka,264546,83082,176942,4522
6308,23/08/2020,Karnataka,271876,82693,184568,4615
6309,24/08/2020,Karnataka,277814,83567,189564,4683
6310,25/08/2020,Karnataka,283665,81230,197625,4810
6311,26/08/2020,Karnataka,291826,82429,204439,4958
